timestamp,sensor_id,temperature,humidity,status
2024-06-01 00:00:00,sensor_1,21.73,44.89,ok
2024-06-01 01:00:00,sensor_1,22.23,48.0,ok
2024-06-01 02:00:00,sensor_1,22.04,49.57,ok
2024-06-01 03:00:00,sensor_1,22.14,59.55,ok
2024-06-01 04:00:00,sensor_1,21.49,47.47,ok
2024-06-01 05:00:00,sensor_1,22.25,41.73,ok
2024-06-01 06:00:00,sensor_1,21.91,46.93,ok
2024-06-01 07:00:00,sensor_1,22.23,52.24,ok
2024-06-01 08:00:00,sensor_1,22.1,43.88,ok
2024-06-01 09:00:00,sensor_1,22.22,50.13,ok
2024-06-01 10:00:00,sensor_1,22.17,50.86,ok
2024-06-01 11:00:00,sensor_1,21.68,41.4,ok
2024-06-01 12:00:00,sensor_1,21.87,45.19,ok
2024-06-01 13:00:00,sensor_1,21.87,46.33,ok
2024-06-01 14:00:00,sensor_1,22.5,44.73,ok
2024-06-01 15:00:00,sensor_1,22.82,53.64,ok
2024-06-01 16:00:00,sensor_1,21.99,52.77,ok
2024-06-01 17:00:00,sensor_1,22.55,55.58,ok
2024-06-01 18:00:00,sensor_1,22.24,40.73,ok
2024-06-01 19:00:00,sensor_1,21.47,57.38,ok
2024-06-01 20:00:00,sensor_1,21.65,50.6,ok
2024-06-01 21:00:00,sensor_1,21.06,58.48,ok
2024-06-01 22:00:00,sensor_1,21.82,59.79,ok
2024-06-01 23:00:00,sensor_1,22.26,50.03,ok
2024-06-02 00:00:00,sensor_1,21.75,50.15,ok
2024-06-02 01:00:00,sensor_1,22.05,53.18,ok
2024-06-02 02:00:00,sensor_1,22.3,54.19,ok
2024-06-02 03:00:00,sensor_1,22.04,40.09,ok
2024-06-02 04:00:00,sensor_1,22.02,41.5,ok
2024-06-02 05:00:00,sensor_1,21.51,45.51,ok
2024-06-02 06:00:00,sensor_1,21.79,59.95,ok
2024-06-02 07:00:00,sensor_1,22.39,59.34,ok
2024-06-02 08:00:00,sensor_1,21.76,54.99,ok
2024-06-02 09:00:00,sensor_1,21.87,49.82,error
2024-06-02 10:00:00,sensor_1,22.08,59.11,ok
2024-06-02 11:00:00,sensor_1,22.24,43.75,ok
2024-06-02 12:00:00,sensor_1,22.48,55.16,ok
2024-06-02 13:00:00,sensor_1,21.81,40.92,ok
2024-06-02 14:00:00,sensor_1,21.62,54.59,ok
2024-06-02 15:00:00,sensor_1,21.82,48.72,ok
2024-06-02 16:00:00,sensor_1,22.08,53.62,ok
2024-06-02 17:00:00,sensor_1,22.11,48.56,error
2024-06-02 18:00:00,sensor_1,22.32,50.01,ok
2024-06-02 19:00:00,sensor_1,21.85,54.29,ok
2024-06-02 20:00:00,sensor_1,22.22,54.08,ok
2024-06-02 21:00:00,sensor_1,21.9,43.58,ok
2024-06-02 22:00:00,sensor_1,22.13,58.18,ok
2024-06-02 23:00:00,sensor_1,21.74,53.65,ok
2024-06-03 00:00:00,sensor_1,22.26,56.53,ok
2024-06-03 01:00:00,sensor_1,22.05,42.46,ok
2024-06-03 02:00:00,sensor_1,21.98,48.5,ok
2024-06-03 03:00:00,sensor_1,22.34,47.9,ok
2024-06-03 04:00:00,sensor_1,22.1,53.12,ok
2024-06-03 05:00:00,sensor_1,21.91,44.03,ok
2024-06-03 06:00:00,sensor_1,21.88,42.51,ok
2024-06-03 07:00:00,sensor_1,22.27,49.26,ok
2024-06-03 08:00:00,sensor_1,21.92,45.57,ok
2024-06-03 09:00:00,sensor_1,21.98,45.43,ok
2024-06-03 10:00:00,sensor_1,22.23,42.31,ok
2024-06-03 11:00:00,sensor_1,21.48,48.85,ok
2024-06-03 12:00:00,sensor_1,22.15,44.89,ok
2024-06-03 13:00:00,sensor_1,21.82,50.39,ok
2024-06-03 14:00:00,sensor_1,21.7,53.61,ok
2024-06-03 15:00:00,sensor_1,22.86,42.99,ok
2024-06-03 16:00:00,sensor_1,22.36,46.81,ok
2024-06-03 17:00:00,sensor_1,22.32,42.18,ok
2024-06-03 18:00:00,sensor_1,22.06,59.99,ok
2024-06-03 19:00:00,sensor_1,21.9,48.84,ok
2024-06-03 20:00:00,sensor_1,22.21,49.62,ok
2024-06-03 21:00:00,sensor_1,21.98,57.78,ok
2024-06-03 22:00:00,sensor_1,22.37,45.77,ok
2024-06-03 23:00:00,sensor_1,22.02,54.2,ok
2024-06-04 00:00:00,sensor_1,22.0,42.43,ok
2024-06-04 01:00:00,sensor_1,21.48,42.41,ok
2024-06-04 02:00:00,sensor_1,21.97,58.82,ok
2024-06-04 03:00:00,sensor_1,22.11,54.98,ok
2024-06-04 04:00:00,sensor_1,21.87,48.16,ok
2024-06-04 05:00:00,sensor_1,22.12,45.52,ok
2024-06-04 06:00:00,sensor_1,22.29,46.83,ok
2024-06-04 07:00:00,sensor_1,22.59,54.33,ok
2024-06-04 08:00:00,sensor_1,21.98,52.6,ok
2024-06-04 09:00:00,sensor_1,21.99,52.62,ok
2024-06-04 10:00:00,sensor_1,21.29,54.49,ok
2024-06-04 11:00:00,sensor_1,22.17,57.17,ok
2024-06-04 12:00:00,sensor_1,21.8,59.68,ok
2024-06-04 13:00:00,sensor_1,22.23,51.9,ok
2024-06-04 14:00:00,sensor_1,21.93,53.82,ok
2024-06-04 15:00:00,sensor_1,21.61,44.76,ok
2024-06-04 16:00:00,sensor_1,21.76,44.73,ok
2024-06-04 17:00:00,sensor_1,21.4,47.22,ok
2024-06-04 18:00:00,sensor_1,22.12,43.18,ok
2024-06-04 19:00:00,sensor_1,21.54,44.71,error
2024-06-04 20:00:00,sensor_1,22.26,46.37,ok
2024-06-04 21:00:00,sensor_1,21.78,52.53,ok
2024-06-04 22:00:00,sensor_1,21.94,57.46,ok
2024-06-04 23:00:00,sensor_1,21.93,49.3,ok
2024-06-05 00:00:00,sensor_1,21.81,58.28,ok
2024-06-05 01:00:00,sensor_1,21.52,46.21,ok
2024-06-05 02:00:00,sensor_1,22.15,46.66,ok
2024-06-05 03:00:00,sensor_1,21.73,58.39,ok
2024-06-05 04:00:00,sensor_1,22.03,57.1,ok
2024-06-05 05:00:00,sensor_1,21.59,51.91,ok
2024-06-05 06:00:00,sensor_1,21.87,49.42,ok
2024-06-05 07:00:00,sensor_1,22.16,44.36,ok
2024-06-05 08:00:00,sensor_1,22.08,43.33,ok
2024-06-05 09:00:00,sensor_1,22.13,55.48,ok
2024-06-05 10:00:00,sensor_1,22.48,48.06,ok
2024-06-05 11:00:00,sensor_1,22.17,44.09,ok
2024-06-05 12:00:00,sensor_1,21.75,45.83,ok
2024-06-05 13:00:00,sensor_1,22.18,52.02,ok
2024-06-05 14:00:00,sensor_1,21.87,56.8,ok
2024-06-05 15:00:00,sensor_1,22.01,52.7,ok
2024-06-05 16:00:00,sensor_1,22.37,46.44,ok
2024-06-05 17:00:00,sensor_1,21.85,40.15,ok
2024-06-05 18:00:00,sensor_1,22.15,50.5,ok
2024-06-05 19:00:00,sensor_1,22.36,57.91,ok
2024-06-05 20:00:00,sensor_1,21.98,55.26,ok
2024-06-05 21:00:00,sensor_1,21.9,46.32,ok
2024-06-05 22:00:00,sensor_1,21.61,59.98,ok
2024-06-05 23:00:00,sensor_1,22.36,43.18,ok
2024-06-06 00:00:00,sensor_1,22.32,48.43,ok
2024-06-06 01:00:00,sensor_1,22.52,56.34,ok
2024-06-06 02:00:00,sensor_1,21.8,50.99,ok
2024-06-06 03:00:00,sensor_1,22.21,43.37,ok
2024-06-06 04:00:00,sensor_1,21.84,42.9,ok
2024-06-06 05:00:00,sensor_1,21.95,52.47,ok
2024-06-06 06:00:00,sensor_1,22.11,50.06,ok
2024-06-06 07:00:00,sensor_1,22.34,49.06,ok
2024-06-06 08:00:00,sensor_1,21.45,44.47,ok
2024-06-06 09:00:00,sensor_1,22.02,47.0,ok
2024-06-06 10:00:00,sensor_1,21.73,51.63,ok
2024-06-06 11:00:00,sensor_1,22.08,58.66,ok
2024-06-06 12:00:00,sensor_1,22.04,48.33,ok
2024-06-06 13:00:00,sensor_1,21.9,48.24,ok
2024-06-06 14:00:00,sensor_1,21.58,47.29,ok
2024-06-06 15:00:00,sensor_1,21.87,53.79,ok
2024-06-06 16:00:00,sensor_1,22.17,57.24,ok
2024-06-06 17:00:00,sensor_1,22.18,40.46,ok
2024-06-06 18:00:00,sensor_1,22.57,49.01,ok
2024-06-06 19:00:00,sensor_1,22.12,50.2,ok
2024-06-06 20:00:00,sensor_1,22.25,52.24,ok
2024-06-06 21:00:00,sensor_1,21.83,42.33,ok
2024-06-06 22:00:00,sensor_1,22.32,55.33,ok
2024-06-06 23:00:00,sensor_1,22.01,52.45,ok
2024-06-07 00:00:00,sensor_1,21.91,51.09,ok
2024-06-07 01:00:00,sensor_1,22.07,48.79,ok
2024-06-07 02:00:00,sensor_1,22.13,59.53,ok
2024-06-07 03:00:00,sensor_1,22.23,44.39,ok
2024-06-07 04:00:00,sensor_1,22.5,41.11,ok
2024-06-07 05:00:00,sensor_1,21.72,56.86,ok
2024-06-07 06:00:00,sensor_1,22.27,46.38,ok
2024-06-07 07:00:00,sensor_1,21.88,56.7,ok
2024-06-07 08:00:00,sensor_1,21.21,57.89,ok
2024-06-07 09:00:00,sensor_1,22.25,41.76,ok
2024-06-07 10:00:00,sensor_1,22.25,41.26,error
2024-06-07 11:00:00,sensor_1,22.3,51.79,ok
2024-06-07 12:00:00,sensor_1,21.77,59.82,ok
2024-06-07 13:00:00,sensor_1,22.0,48.3,ok
2024-06-07 14:00:00,sensor_1,21.46,47.33,ok
2024-06-07 15:00:00,sensor_1,22.27,54.33,ok
2024-06-07 16:00:00,sensor_1,22.31,40.94,ok
2024-06-07 17:00:00,sensor_1,22.33,43.84,error
2024-06-07 18:00:00,sensor_1,21.99,50.57,ok
2024-06-07 19:00:00,sensor_1,22.02,40.06,ok
2024-06-07 20:00:00,sensor_1,22.24,57.32,error
2024-06-07 21:00:00,sensor_1,21.91,57.9,ok
2024-06-07 22:00:00,sensor_1,22.27,53.63,ok
2024-06-07 23:00:00,sensor_1,21.86,57.61,ok
2024-06-08 00:00:00,sensor_1,21.92,46.89,ok
2024-06-08 01:00:00,sensor_1,22.12,45.15,ok
2024-06-08 02:00:00,sensor_1,21.79,49.18,ok
2024-06-08 03:00:00,sensor_1,22.03,41.04,ok
2024-06-08 04:00:00,sensor_1,22.39,41.46,ok
2024-06-08 05:00:00,sensor_1,21.57,59.25,ok
2024-06-08 06:00:00,sensor_1,22.14,48.97,ok
2024-06-08 07:00:00,sensor_1,22.15,45.86,ok
2024-06-08 08:00:00,sensor_1,22.69,51.22,ok
2024-06-08 09:00:00,sensor_1,21.74,49.61,ok
2024-06-08 10:00:00,sensor_1,21.96,40.09,ok
2024-06-08 11:00:00,sensor_1,22.27,56.0,ok
2024-06-08 12:00:00,sensor_1,22.18,48.1,ok
2024-06-08 13:00:00,sensor_1,22.0,43.68,ok
2024-06-08 14:00:00,sensor_1,22.18,51.3,ok
2024-06-08 15:00:00,sensor_1,21.79,46.12,ok
2024-06-08 16:00:00,sensor_1,21.57,53.06,ok
2024-06-08 17:00:00,sensor_1,21.85,42.06,ok
2024-06-08 18:00:00,sensor_1,22.41,41.24,ok
2024-06-08 19:00:00,sensor_1,21.72,55.03,ok
